ticker,canonical_company_name,ambiguity_tier,variant_rank,normalized_organization_variant,weighted_source_documents,nameset_rows,is_strict_alias,strict_aliases_pipe,historical_alias_note,review_note,suggested_review_status,manual_review_decision,manual_review_rationale,manual_review_priority
CEG,Constellation Energy Corporation,MEDIUM,7,constellation energy league,2,2,0,constellation energy|constellation energy corporation,Standalone public-company period begins in 2022 after separation from Exelon.,Generic 'Constellation' deliberately excluded.,MANUAL_REVIEW_REQUIRED,,,2
CEG,Constellation Energy Corporation,MEDIUM,8,constellation energy corporation nasdaq,2,2,0,constellation energy|constellation energy corporation,Standalone public-company period begins in 2022 after separation from Exelon.,Generic 'Constellation' deliberately excluded.,MANUAL_REVIEW_REQUIRED,,,2
CEG,Constellation Energy Corporation,MEDIUM,9,constellation energy group,1,1,0,constellation energy|constellation energy corporation,Standalone public-company period begins in 2022 after separation from Exelon.,Generic 'Constellation' deliberately excluded.,MANUAL_REVIEW_REQUIRED,,,2
CEG,Constellation Energy Corporation,MEDIUM,10,constellation energy stocks,1,1,0,constellation energy|constellation energy corporation,Standalone public-company period begins in 2022 after separation from Exelon.,Generic 'Constellation' deliberately excluded.,MANUAL_REVIEW_REQUIRED,,,2
CEG,Constellation Energy Corporation,MEDIUM,11,utility constellation energy,1,1,0,constellation energy|constellation energy corporation,Standalone public-company period begins in 2022 after separation from Exelon.,Generic 'Constellation' deliberately excluded.,MANUAL_REVIEW_REQUIRED,,,2
CEG,Constellation Energy Corporation,MEDIUM,12,university of california constellation energy,1,1,0,constellation energy|constellation energy corporation,Standalone public-company period begins in 2022 after separation from Exelon.,Generic 'Constellation' deliberately excluded.,MANUAL_REVIEW_REQUIRED,,,2
CEG,Constellation Energy Corporation,MEDIUM,13,ceos of constellation energy corp,1,1,0,constellation energy|constellation energy corporation,Standalone public-company period begins in 2022 after separation from Exelon.,Generic 'Constellation' deliberately excluded.,MANUAL_REVIEW_REQUIRED,,,2
CEG,Constellation Energy Corporation,MEDIUM,14,constellation energy to educate,1,1,0,constellation energy|constellation energy corporation,Standalone public-company period begins in 2022 after separation from Exelon.,Generic 'Constellation' deliberately excluded.,MANUAL_REVIEW_REQUIRED,,,2
LLY,Eli Lilly and Company,MEDIUM,1,eli lilly,1937,1594,1,eli lilly|eli lilly and company,,Broad diagnostic may surface person-name ambiguity; strict match excludes bare Lilly.,ACCEPT_ALREADY_FROZEN_STRICT_ALIAS,,,2
LLY,Eli Lilly and Company,MEDIUM,2,lilly endowment inc,1494,1144,0,eli lilly|eli lilly and company,,Broad diagnostic may surface person-name ambiguity; strict match excludes bare Lilly.,MANUAL_REVIEW_REQUIRED,,,2
LLY,Eli Lilly and Company,MEDIUM,3,eli lilly co,115,111,0,eli lilly|eli lilly and company,,Broad diagnostic may surface person-name ambiguity; strict match excludes bare Lilly.,MANUAL_REVIEW_REQUIRED,,,2
LLY,Eli Lilly and Company,MEDIUM,4,eli lilly company,20,17,0,eli lilly|eli lilly and company,,Broad diagnostic may surface person-name ambiguity; strict match excludes bare Lilly.,MANUAL_REVIEW_REQUIRED,,,2
LLY,Eli Lilly and Company,MEDIUM,5,company lilly,13,9,0,eli lilly|eli lilly and company,,Broad diagnostic may surface person-name ambiguity; strict match excludes bare Lilly.,MANUAL_REVIEW_REQUIRED,,,2
LLY,Eli Lilly and Company,MEDIUM,6,lilly endowment community scholarship,13,13,0,eli lilly|eli lilly and company,,Broad diagnostic may surface person-name ambiguity; strict match excludes bare Lilly.,MANUAL_REVIEW_REQUIRED,,,2
LLY,Eli Lilly and Company,MEDIUM,7,indiana university lilly family school of philanthropy,10,9,0,eli lilly|eli lilly and company,,Broad diagnostic may surface person-name ambiguity; strict match excludes bare Lilly.,MANUAL_REVIEW_REQUIRED,,,2
LLY,Eli Lilly and Company,MEDIUM,8,lilly endowment community scholarship program,10,10,0,eli lilly|eli lilly and company,,Broad diagnostic may surface person-name ambiguity; strict match excludes bare Lilly.,MANUAL_REVIEW_REQUIRED,,,2
LLY,Eli Lilly and Company,MEDIUM,9,lilly research laboratories,9,6,0,eli lilly|eli lilly and company,,Broad diagnostic may surface person-name ambiguity; strict match excludes bare Lilly.,MANUAL_REVIEW_REQUIRED,,,2
LLY,Eli Lilly and Company,MEDIUM,10,lilly library,8,8,0,eli lilly|eli lilly and company,,Broad diagnostic may surface person-name ambiguity; strict match excludes bare Lilly.,MANUAL_REVIEW_REQUIRED,,,2
LLY,Eli Lilly and Company,MEDIUM,11,eli lilly and co,7,6,0,eli lilly|eli lilly and company,,Broad diagnostic may surface person-name ambiguity; strict match excludes bare Lilly.,MANUAL_REVIEW_REQUIRED,,,2
LLY,Eli Lilly and Company,MEDIUM,12,lilly endowment community scholarships,7,7,0,eli lilly|eli lilly and company,,Broad diagnostic may surface person-name ambiguity; strict match excludes bare Lilly.,MANUAL_REVIEW_REQUIRED,,,2
LLY,Eli Lilly and Company,MEDIUM,13,lilly endowment community scholars,7,7,0,eli lilly|eli lilly and company,,Broad diagnostic may surface person-name ambiguity; strict match excludes bare Lilly.,MANUAL_REVIEW_REQUIRED,,,2
LLY,Eli Lilly and Company,MEDIUM,14,lilly united states,5,5,0,eli lilly|eli lilly and company,,Broad diagnostic may surface person-name ambiguity; strict match excludes bare Lilly.,MANUAL_REVIEW_REQUIRED,,,2
LLY,Eli Lilly and Company,MEDIUM,15,elanco animal health eli lilly,4,2,0,eli lilly|eli lilly and company,,Broad diagnostic may surface person-name ambiguity; strict match excludes bare Lilly.,MANUAL_REVIEW_REQUIRED,,,2
META,"Meta Platforms, Inc.",MEDIUM,1,facebook,107606,89374,1,meta platforms|meta platforms inc|facebook|facebook inc,"Facebook, Inc. renamed Meta Platforms, Inc. during the project period.",Generic bare 'Meta' deliberately excluded.,ACCEPT_ALREADY_FROZEN_STRICT_ALIAS,,,2
META,"Meta Platforms, Inc.",MEDIUM,2,facebook inc,825,639,1,meta platforms|meta platforms inc|facebook|facebook inc,"Facebook, Inc. renamed Meta Platforms, Inc. during the project period.",Generic bare 'Meta' deliberately excluded.,ACCEPT_ALREADY_FROZEN_STRICT_ALIAS,,,2
META,"Meta Platforms, Inc.",MEDIUM,3,meta platforms inc,642,634,1,meta platforms|meta platforms inc|facebook|facebook inc,"Facebook, Inc. renamed Meta Platforms, Inc. during the project period.",Generic bare 'Meta' deliberately excluded.,ACCEPT_ALREADY_FROZEN_STRICT_ALIAS,,,2
META,"Meta Platforms, Inc.",MEDIUM,4,facebook clarence valley council,175,166,0,meta platforms|meta platforms inc|facebook|facebook inc,"Facebook, Inc. renamed Meta Platforms, Inc. during the project period.",Generic bare 'Meta' deliberately excluded.,MANUAL_REVIEW_REQUIRED,,,2
META,"Meta Platforms, Inc.",MEDIUM,5,company on facebook,88,88,0,meta platforms|meta platforms inc|facebook|facebook inc,"Facebook, Inc. renamed Meta Platforms, Inc. during the project period.",Generic bare 'Meta' deliberately excluded.,MANUAL_REVIEW_REQUIRED,,,2
META,"Meta Platforms, Inc.",MEDIUM,6,facebook group,81,78,0,meta platforms|meta platforms inc|facebook|facebook inc,"Facebook, Inc. renamed Meta Platforms, Inc. during the project period.",Generic bare 'Meta' deliberately excluded.,MANUAL_REVIEW_REQUIRED,,,2
META,"Meta Platforms, Inc.",MEDIUM,7,tasmania police facebook,48,43,0,meta platforms|meta platforms inc|facebook|facebook inc,"Facebook, Inc. renamed Meta Platforms, Inc. during the project period.",Generic bare 'Meta' deliberately excluded.,MANUAL_REVIEW_REQUIRED,,,2
META,"Meta Platforms, Inc.",MEDIUM,8,revelstoke community facebook,33,33,0,meta platforms|meta platforms inc|facebook|facebook inc,"Facebook, Inc. renamed Meta Platforms, Inc. during the project period.",Generic bare 'Meta' deliberately excluded.,MANUAL_REVIEW_REQUIRED,,,2
META,"Meta Platforms, Inc.",MEDIUM,9,fargo police department facebook,33,33,0,meta platforms|meta platforms inc|facebook|facebook inc,"Facebook, Inc. renamed Meta Platforms, Inc. during the project period.",Generic bare 'Meta' deliberately excluded.,MANUAL_REVIEW_REQUIRED,,,2
META,"Meta Platforms, Inc.",MEDIUM,10,facebook merseyside police contact centre,29,29,0,meta platforms|meta platforms inc|facebook|facebook inc,"Facebook, Inc. renamed Meta Platforms, Inc. during the project period.",Generic bare 'Meta' deliberately excluded.,MANUAL_REVIEW_REQUIRED,,,2
META,"Meta Platforms, Inc.",MEDIUM,11,facebook companies,27,25,0,meta platforms|meta platforms inc|facebook|facebook inc,"Facebook, Inc. renamed Meta Platforms, Inc. during the project period.",Generic bare 'Meta' deliberately excluded.,MANUAL_REVIEW_REQUIRED,,,2
META,"Meta Platforms, Inc.",MEDIUM,12,party facebook,25,5,0,meta platforms|meta platforms inc|facebook|facebook inc,"Facebook, Inc. renamed Meta Platforms, Inc. during the project period.",Generic bare 'Meta' deliberately excluded.,MANUAL_REVIEW_REQUIRED,,,2
META,"Meta Platforms, Inc.",MEDIUM,13,meta platforms company profile,24,24,0,meta platforms|meta platforms inc|facebook|facebook inc,"Facebook, Inc. renamed Meta Platforms, Inc. during the project period.",Generic bare 'Meta' deliberately excluded.,MANUAL_REVIEW_REQUIRED,,,2
META,"Meta Platforms, Inc.",MEDIUM,14,montgomery county sheriff office facebook,24,24,0,meta platforms|meta platforms inc|facebook|facebook inc,"Facebook, Inc. renamed Meta Platforms, Inc. during the project period.",Generic bare 'Meta' deliberately excluded.,MANUAL_REVIEW_REQUIRED,,,2
META,"Meta Platforms, Inc.",MEDIUM,15,montgomery county sheriff office facebook after,24,24,0,meta platforms|meta platforms inc|facebook|facebook inc,"Facebook, Inc. renamed Meta Platforms, Inc. during the project period.",Generic bare 'Meta' deliberately excluded.,MANUAL_REVIEW_REQUIRED,,,2
MPC,Marathon Petroleum Corporation,MEDIUM,1,marathon petroleum,120,102,1,marathon petroleum|marathon petroleum corporation,,Full issuer phrase avoids other Marathon entities and ordinary marathon events.,ACCEPT_ALREADY_FROZEN_STRICT_ALIAS,,,2
MPC,Marathon Petroleum Corporation,MEDIUM,2,marathon petroleum corp,56,46,0,marathon petroleum|marathon petroleum corporation,,Full issuer phrase avoids other Marathon entities and ordinary marathon events.,MANUAL_REVIEW_REQUIRED,,,2
MPC,Marathon Petroleum Corporation,MEDIUM,3,marathon petroleum corporation,50,47,1,marathon petroleum|marathon petroleum corporation,,Full issuer phrase avoids other Marathon entities and ordinary marathon events.,ACCEPT_ALREADY_FROZEN_STRICT_ALIAS,,,2
MPC,Marathon Petroleum Corporation,MEDIUM,4,news ratings for marathon petroleum daily,25,25,0,marathon petroleum|marathon petroleum corporation,,Full issuer phrase avoids other Marathon entities and ordinary marathon events.,MANUAL_REVIEW_REQUIRED,,,2
MPC,Marathon Petroleum Corporation,MEDIUM,5,quarter for marathon petroleum,22,22,0,marathon petroleum|marathon petroleum corporation,,Full issuer phrase avoids other Marathon entities and ordinary marathon events.,MANUAL_REVIEW_REQUIRED,,,2
MPC,Marathon Petroleum Corporation,MEDIUM,6,marathon petroleum co,22,22,0,marathon petroleum|marathon petroleum corporation,,Full issuer phrase avoids other Marathon entities and ordinary marathon events.,MANUAL_REVIEW_REQUIRED,,,2
MPC,Marathon Petroleum Corporation,MEDIUM,7,marathon petroleum announces dividend,13,13,0,marathon petroleum|marathon petroleum corporation,,Full issuer phrase avoids other Marathon entities and ordinary marathon events.,MANUAL_REVIEW_REQUIRED,,,2
MPC,Marathon Petroleum Corporation,MEDIUM,8,marathon petroleum dividend announcement,10,10,0,marathon petroleum|marathon petroleum corporation,,Full issuer phrase avoids other Marathon entities and ordinary marathon events.,MANUAL_REVIEW_REQUIRED,,,2
MPC,Marathon Petroleum Corporation,MEDIUM,9,marathon petroleum profile,9,9,0,marathon petroleum|marathon petroleum corporation,,Full issuer phrase avoids other Marathon entities and ordinary marathon events.,MANUAL_REVIEW_REQUIRED,,,2
MPC,Marathon Petroleum Corporation,MEDIUM,10,marathon petroleum company profile,7,7,0,marathon petroleum|marathon petroleum corporation,,Full issuer phrase avoids other Marathon entities and ordinary marathon events.,MANUAL_REVIEW_REQUIRED,,,2
MPC,Marathon Petroleum Corporation,MEDIUM,11,marathon petroleum stock,7,7,0,marathon petroleum|marathon petroleum corporation,,Full issuer phrase avoids other Marathon entities and ordinary marathon events.,MANUAL_REVIEW_REQUIRED,,,2
MPC,Marathon Petroleum Corporation,MEDIUM,12,marathon petroleum stock performance,6,6,0,marathon petroleum|marathon petroleum corporation,,Full issuer phrase avoids other Marathon entities and ordinary marathon events.,MANUAL_REVIEW_REQUIRED,,,2
MPC,Marathon Petroleum Corporation,MEDIUM,13,marathon petroleum corpoation,6,6,0,marathon petroleum|marathon petroleum corporation,,Full issuer phrase avoids other Marathon entities and ordinary marathon events.,MANUAL_REVIEW_REQUIRED,,,2
MPC,Marathon Petroleum Corporation,MEDIUM,14,marathon petroleum trading,5,5,0,marathon petroleum|marathon petroleum corporation,,Full issuer phrase avoids other Marathon entities and ordinary marathon events.,MANUAL_REVIEW_REQUIRED,,,2
MPC,Marathon Petroleum Corporation,MEDIUM,15,marathon petroleum crop,4,3,0,marathon petroleum|marathon petroleum corporation,,Full issuer phrase avoids other Marathon entities and ordinary marathon events.,MANUAL_REVIEW_REQUIRED,,,2
NRG,"NRG Energy, Inc.",MEDIUM,1,nrg energy inc,3,3,1,nrg energy|nrg energy inc,,NRG abbreviation alone excluded.,ACCEPT_ALREADY_FROZEN_STRICT_ALIAS,,,2
NRG,"NRG Energy, Inc.",MEDIUM,2,nrg energy,1,1,1,nrg energy|nrg energy inc,,NRG abbreviation alone excluded.,ACCEPT_ALREADY_FROZEN_STRICT_ALIAS,,,2
TPL,Texas Pacific Land Corporation,MEDIUM,1,texas pacific land corporation,14,14,1,texas pacific land|texas pacific land corporation,,Full issuer phrase only; ticker excluded.,ACCEPT_ALREADY_FROZEN_STRICT_ALIAS,,,2
TPL,Texas Pacific Land Corporation,MEDIUM,2,texas pacific land co,8,8,0,texas pacific land|texas pacific land corporation,,Full issuer phrase only; ticker excluded.,MANUAL_REVIEW_REQUIRED,,,2
TPL,Texas Pacific Land Corporation,MEDIUM,3,texas pacific land corp,6,6,0,texas pacific land|texas pacific land corporation,,Full issuer phrase only; ticker excluded.,MANUAL_REVIEW_REQUIRED,,,2
TPL,Texas Pacific Land Corporation,MEDIUM,4,texas pacific land trust,3,3,0,texas pacific land|texas pacific land corporation,,Full issuer phrase only; ticker excluded.,MANUAL_REVIEW_REQUIRED,,,2
TPL,Texas Pacific Land Corporation,MEDIUM,5,texas pacific land,2,2,1,texas pacific land|texas pacific land corporation,,Full issuer phrase only; ticker excluded.,ACCEPT_ALREADY_FROZEN_STRICT_ALIAS,,,2
TPL,Texas Pacific Land Corporation,MEDIUM,6,texas pacific land company profile,2,2,0,texas pacific land|texas pacific land corporation,,Full issuer phrase only; ticker excluded.,MANUAL_REVIEW_REQUIRED,,,2
TSLA,"Tesla, Inc.",MEDIUM,1,tesla inc,1655,1496,1,tesla|tesla inc,,Brand/company overlap is intentional but must be interpreted as issuer/brand attention.,ACCEPT_ALREADY_FROZEN_STRICT_ALIAS,,,2
TSLA,"Tesla, Inc.",MEDIUM,2,tesla motors,82,68,0,tesla|tesla inc,,Brand/company overlap is intentional but must be interpreted as issuer/brand attention.,MANUAL_REVIEW_REQUIRED,,,2
TSLA,"Tesla, Inc.",MEDIUM,3,tesla company profile,57,57,0,tesla|tesla inc,,Brand/company overlap is intentional but must be interpreted as issuer/brand attention.,MANUAL_REVIEW_REQUIRED,,,2
TSLA,"Tesla, Inc.",MEDIUM,4,tesla club india,28,26,0,tesla|tesla inc,,Brand/company overlap is intentional but must be interpreted as issuer/brand attention.,MANUAL_REVIEW_REQUIRED,,,2
TSLA,"Tesla, Inc.",MEDIUM,5,tesla motors inc,22,22,0,tesla|tesla inc,,Brand/company overlap is intentional but must be interpreted as issuer/brand attention.,MANUAL_REVIEW_REQUIRED,,,2
TSLA,"Tesla, Inc.",MEDIUM,6,congrats tesla team,17,16,0,tesla|tesla inc,,Brand/company overlap is intentional but must be interpreted as issuer/brand attention.,MANUAL_REVIEW_REQUIRED,,,2
TSLA,"Tesla, Inc.",MEDIUM,7,tesla network,16,16,0,tesla|tesla inc,,Brand/company overlap is intentional but must be interpreted as issuer/brand attention.,MANUAL_REVIEW_REQUIRED,,,2
TSLA,"Tesla, Inc.",MEDIUM,8,bloomberg tesla inc,13,13,0,tesla|tesla inc,,Brand/company overlap is intentional but must be interpreted as issuer/brand attention.,MANUAL_REVIEW_REQUIRED,,,2
TSLA,"Tesla, Inc.",MEDIUM,9,china passenger car association tesla china,13,1,0,tesla|tesla inc,,Brand/company overlap is intentional but must be interpreted as issuer/brand attention.,MANUAL_REVIEW_REQUIRED,,,2
TSLA,"Tesla, Inc.",MEDIUM,10,tesla energy,13,13,0,tesla|tesla inc,,Brand/company overlap is intentional but must be interpreted as issuer/brand attention.,MANUAL_REVIEW_REQUIRED,,,2
TSLA,"Tesla, Inc.",MEDIUM,11,tesla inc securities litigation,11,9,0,tesla|tesla inc,,Brand/company overlap is intentional but must be interpreted as issuer/brand attention.,MANUAL_REVIEW_REQUIRED,,,2
TSLA,"Tesla, Inc.",MEDIUM,12,nikola tesla museum,10,10,0,tesla|tesla inc,,Brand/company overlap is intentional but must be interpreted as issuer/brand attention.,MANUAL_REVIEW_REQUIRED,,,2
TSLA,"Tesla, Inc.",MEDIUM,13,tesla inc report,7,7,0,tesla|tesla inc,,Brand/company overlap is intentional but must be interpreted as issuer/brand attention.,MANUAL_REVIEW_REQUIRED,,,2
TSLA,"Tesla, Inc.",MEDIUM,14,diaz v tesla inc,7,7,0,tesla|tesla inc,,Brand/company overlap is intentional but must be interpreted as issuer/brand attention.,MANUAL_REVIEW_REQUIRED,,,2
TSLA,"Tesla, Inc.",MEDIUM,15,tesla media center,7,7,0,tesla|tesla inc,,Brand/company overlap is intentional but must be interpreted as issuer/brand attention.,MANUAL_REVIEW_REQUIRED,,,2
WMB,"The Williams Companies, Inc.",MEDIUM,1,williams companies,33,33,1,williams companies|the williams companies|the williams companies inc,,Bare Williams excluded because of severe ambiguity.,ACCEPT_ALREADY_FROZEN_STRICT_ALIAS,,,2
WMB,"The Williams Companies, Inc.",MEDIUM,2,williams companies inc,28,28,0,williams companies|the williams companies|the williams companies inc,,Bare Williams excluded because of severe ambiguity.,MANUAL_REVIEW_REQUIRED,,,2
WMB,"The Williams Companies, Inc.",MEDIUM,3,news ratings for williams companies daily,21,21,0,williams companies|the williams companies|the williams companies inc,,Bare Williams excluded because of severe ambiguity.,MANUAL_REVIEW_REQUIRED,,,2
WMB,"The Williams Companies, Inc.",MEDIUM,4,quarter for williams companies,19,19,0,williams companies|the williams companies|the williams companies inc,,Bare Williams excluded because of severe ambiguity.,MANUAL_REVIEW_REQUIRED,,,2
WMB,"The Williams Companies, Inc.",MEDIUM,5,williams companies dividend announcement,14,14,0,williams companies|the williams companies|the williams companies inc,,Bare Williams excluded because of severe ambiguity.,MANUAL_REVIEW_REQUIRED,,,2
WMB,"The Williams Companies, Inc.",MEDIUM,6,williams companies announces dividend,8,8,0,williams companies|the williams companies|the williams companies inc,,Bare Williams excluded because of severe ambiguity.,MANUAL_REVIEW_REQUIRED,,,2
WMB,"The Williams Companies, Inc.",MEDIUM,7,williams companies company profile,7,7,0,williams companies|the williams companies|the williams companies inc,,Bare Williams excluded because of severe ambiguity.,MANUAL_REVIEW_REQUIRED,,,2
